-30.	8.21691e-14	8.18641e-8	-2.12963
-29.8254	4.87882e-13	8.2185e-8	-2.12854
-29.6509	2.7313e-12	8.25244e-8	-2.12726
-29.4763	1.44189e-11	9.04275e-8	-2.16269
-29.3017	7.17898e-11	8.3129e-8	-2.12141
-29.1272	3.37155e-10	8.92325e-8	-2.15456
-28.9526	1.49385e-9	8.36708e-8	-2.09724
-28.7781	6.24559e-9	8.43367e-8	-2.06481
-28.6035	2.46445e-8	8.63282e-8	-2.0033
-28.4289	9.18002e-8	9.24052e-8	-1.89486
-28.2544	3.22888e-7	1.1029e-7	-1.72541
-28.0798	1.07267e-6	1.57215e-7	-1.53547
-27.9052	3.36677e-6	2.97674e-7	-1.30214
-27.7307	9.98721e-6	6.523e-7	-1.15295
-27.5561	0.0000280104	1.52905e-6	-1.06989
-27.3815	0.0000743055	3.56382e-6	-1.0393
-27.207	0.000186531	8.21581e-6	-1.04025
-27.0324	0.00044334	0.0000180571	-1.06528
-26.8579	0.00099823	0.0000379733	-1.10527
-26.6833	0.00213068	0.0000762909	-1.15538
-26.5087	0.00431441	0.00014639	-1.21243
-26.3342	0.00829465	0.000268353	-1.2742
-26.1596	0.015155	0.000470184	-1.33904
-25.985	0.0263422	0.000787837	-1.40563
-25.8105	0.0436116	0.00126317	-1.47277
-25.6359	0.0688629	0.00193906	-1.53936
-25.4613	0.103861	0.00285141	-1.60426
-25.2868	0.149877	0.00401885	-1.66632
-25.1122	0.207321	0.00543202	-1.72426
-24.9377	0.275473	0.00704546	-1.77664
-24.7631	0.352403	0.00877582	-1.82184
-24.5885	0.43512	0.0105539	-1.81465
-24.414	0.519948	0.0121194	-1.88269
-24.2394	0.603032	0.0131157	-1.85756
-24.0648	0.680869	0.0139954	-1.85584
-23.8903	0.750721	0.0146149	-1.83409
-23.7157	0.810864	0.0150816	-1.78931
-23.5411	0.860622	0.0155922	-1.72006
-23.3666	0.900239	0.0164209	-1.62796
-23.192	0.930637	0.0178929	-1.51894
-23.0175	0.953144	0.0215951	-1.41221
-22.8429	0.969243	0.0240925	-1.2897
-22.6683	0.980379	0.0293713	-1.18781
-22.4938	0.987835	0.0363265	-1.1006
-22.3192	0.992669	0.0469518	-1.02626
-22.1446	0.995706	0.0574033	-0.964065
-21.9701	0.997555	0.0692245	-0.912233
-21.7955	0.998647	0.0821118	-0.868189
-21.6209	0.999273	0.0957129	-0.829709
-21.4464	0.99962	0.109659	-0.795006
-21.2718	0.999807	0.123596	-0.762698
-21.0973	0.999905	0.137207	-0.731748
-20.9227	0.999954	0.150233	-0.701402
-20.7481	0.999979	0.162481	-0.671128
-20.5736	0.99999	0.173827	-0.640571
-20.399	0.999996	0.184216	-0.609521
-20.2244	0.999998	0.193655	-0.577879
-20.0499	0.999999	0.202201	-0.54564
-19.8753	1.	0.209955	-0.512872
-19.7007	1.	0.217044	-0.479706
-19.5262	1.	0.223611	-0.44631
-19.3516	1.	0.229824	-0.412908
-19.1771	1.	0.235823	-0.379716
-19.0025	1.	0.241759	-0.346978
-18.8279	1.	0.247767	-0.314928
-18.6534	1.	0.253965	-0.28379
-18.4788	1.	0.260455	-0.253763
-18.3042	1.	0.267319	-0.225017
-18.1297	1.	0.274621	-0.197687
-17.9551	1.	0.282409	-0.17187
-17.7805	1.	0.290713	-0.147623
-17.606	1.	0.299546	-0.124971
-17.4314	1.	0.30891	-0.103902
-17.2569	1.	0.31879	-0.0843791
-17.0823	1.	0.329164	-0.066342
-16.9077	1.	0.339994	-0.049714
-16.7332	1.	0.351237	-0.0344071
-16.5586	1.	0.36284	-0.0203275
-16.384	1.	0.374747	-0.00737937
-16.2095	1.	0.386897	0.00453161
-16.0349	1.	0.399225	0.0154956
-15.8603	1.	0.41167	0.0255971
-15.6858	1.	0.424171	0.0349138
-15.5112	1.	0.436672	0.0435164
-15.3367	1.	0.44912	0.0514688
-15.1621	1.	0.461472	0.0588283
-14.9875	1.	0.473691	0.0656467
-14.813	1.	0.485749	0.0719707
-14.6384	1.	0.497626	0.0778429
-14.4638	1.	0.509309	0.0833025
-14.2893	1.	0.520795	0.0883857
-14.1147	1.	0.532085	0.0931263
-13.9401	1.	0.543187	0.0975562
-13.7656	1.	0.554113	0.101705
-13.591	1.	0.56488	0.1056
-13.4165	1.	0.575506	0.109267
-13.2419	1.	0.586009	0.112729
-13.0673	1.	0.59641	0.116007
-12.8928	1.	0.606729	0.119119
-12.7182	1.	0.616982	0.12208
-12.5436	1.	0.627189	0.124901
-12.3691	1.	0.637363	0.127593
-12.1945	1.	0.64752	0.130161
-12.02	1.	0.65767	0.132609
-11.8454	1.	0.667826	0.134938
-11.6708	1.	0.677995	0.137147
-11.4963	1.	0.688186	0.139233
-11.3217	1.	0.698404	0.141192
-11.1471	1.	0.708654	0.143018
-10.9726	1.	0.718941	0.144705
-10.798	1.	0.729265	0.146248
-10.6234	1.	0.73963	0.147639
-10.4489	1.	0.750034	0.148874
-10.2743	1.	0.760476	0.149947
-10.0998	1.	0.770953	0.150855
-9.92519	1.	0.781461	0.151592
-9.75062	1.	0.791994	0.152159
-9.57606	1.	0.802545	0.152551
-9.4015	1.	0.813104	0.15277
-9.22693	1.	0.823662	0.152816
-9.05237	1.	0.834206	0.152689
-8.87781	1.	0.844725	0.152392
-8.70324	1.	0.855203	0.151927
-8.52868	1.	0.865628	0.151297
-8.35411	1.	0.875983	0.150506
-8.17955	1.	0.886254	0.149559
-8.00499	1.	0.896425	0.14846
-7.83042	1.	0.906481	0.147213
-7.65586	1.	0.916407	0.145825
-7.4813	1.	0.926188	0.144301
-7.30673	1.	0.935812	0.142647
-7.13217	1.	0.945265	0.140869
-6.95761	1.	0.954534	0.138974
-6.78304	1.	0.96361	0.136967
-6.60848	1.	0.97248	0.134857
-6.43392	1.	0.981137	0.13265
-6.25935	1.	0.98957	0.130353
-6.08479	1.	0.997774	0.127973
-5.91022	1.	1.00574	0.125516
-5.73566	1.	1.01347	0.12299
-5.5611	1.	1.02094	0.120401
-5.38653	1.	1.02817	0.117756
-5.21197	1.	1.03515	0.115061
-5.03741	1.	1.04186	0.112321
-4.86284	1.	1.04832	0.109544
-4.68828	1.	1.05452	0.106733
-4.51372	1.	1.06046	0.103895
-4.33915	1.	1.06615	0.101035
-4.16459	1.	1.07158	0.0981555
-3.99002	1.	1.07675	0.0952625
-3.81546	1.	1.08167	0.0923594
-3.6409	1.	1.08634	0.0894501
