LECROYHDO6104,18334,Waveform
Segments,1,SegmentSize,1252
Segment,TrigTime,TimeSinceSegment1
#1,18-Feb-2016 09:31:05,0                 
Time,Ampl
0.000499749881,-0.1508
0.000499750281,-0.1966
0.000499750681,-0.2294
0.000499751081,-0.2476
0.000499751481,-0.2488
0.000499751881,-0.229
0.000499752281,-0.1946
0.000499752681,-0.1486
0.000499753081,-0.0936
0.000499753481,-0.0266
0.000499753881,0.042
0.000499754281,0.103
0.000499754681,0.158
0.000499755081,0.2024
0.000499755481,0.2318
0.000499755881,0.2466
0.000499756281,0.2452
0.000499756681,0.2252
0.000499757081,0.1878
0.000499757481,0.1406
0.000499757881,0.081
0.000499758281,0.0164
0.000499758681,-0.0484
0.000499759081,-0.1108
0.000499759481,-0.1676
0.000499759881,-0.2112
0.000499760281,-0.2388
0.000499760681,-0.2476
0.000499761081,-0.2418
0.000499761481,-0.2196
0.000499761881,-0.1826
0.000499762281,-0.1322
0.000499762681,-0.0714
0.000499763081,-0.004
0.000499763481,0.059
0.000499763881,0.1226
0.000499764281,0.175
0.000499764681,0.2128
0.000499765081,0.2388
0.000499765481,0.2504
0.000499765881,0.2406
0.000499766281,0.2148
0.000499766681,0.175
0.000499767081,0.123
0.000499767481,0.0616
0.000499767881,-0.0038
0.000499768281,-0.069
0.000499768681,-0.1282
0.000499769081,-0.1812
0.000499769481,-0.2194
0.000499769881,-0.2452
0.000499770281,-0.2482
0.000499770681,-0.2366
0.000499771081,-0.2102
0.000499771481,-0.1688
0.000499771881,-0.1148
0.000499772281,-0.055
0.000499772681,0.0122
0.000499773081,0.0774
0.000499773481,0.136
0.000499773881,0.188
0.000499774281,0.2222
0.000499774681,0.2404
0.000499775081,0.2476
0.000499775481,0.2344
0.000499775881,0.204
0.000499776281,0.1608
0.000499776681,0.1056
0.000499777081,0.0432
0.000499777481,-0.0236
0.000499777881,-0.0882
0.000499778281,-0.1434
0.000499778681,-0.1924
0.000499779081,-0.2268
0.000499779481,-0.2464
0.000499779881,-0.2476
0.000499780281,-0.2328
0.000499780681,-0.1998
0.000499781081,-0.154
0.000499781481,-0.0948
0.000499781881,-0.033
0.000499782281,0.034
0.000499782681,0.0976
0.000499783081,0.1536
0.000499783481,0.1978
0.000499783881,0.2286
0.000499784281,0.2464
0.000499784681,0.2476
0.000499785081,0.2278
0.000499785481,0.195
0.000499785881,0.1474
0.000499786281,0.0874
0.000499786681,0.0226
0.000499787081,-0.0428
0.000499787481,-0.1058
0.000499787881,-0.1616
0.000499788281,-0.2048
0.000499788681,-0.2344
0.000499789081,-0.2492
0.000499789481,-0.244
0.000499789881,-0.2248
0.000499790281,-0.1868
0.000499790681,-0.1362
0.000499791081,-0.077
0.000499791481,-0.0106
0.000499791881,0.0548
0.000499792281,0.1162
0.000499792681,0.1694
0.000499793081,0.2092
0.000499793481,0.2384
