0.02507	nan	0
0.075209	nan	nan
0.125348	nan	nan
0.175486	nan	0
0.225626	nan	0
0.275764	nan	nan
0.325904	nan	0
0.376043	nan	0
0.426181	nan	0
0.476321	nan	0
0.526459	nan	0
0.576599	nan	0
0.626738	nan	0
0.676876	nan	0
0.727016	nan	0
0.777155	nan	0
0.827294	nan	0
0.877433	nan	0
0.927572	nan	nan
0.977711	nan	0
1.02785	nan	0
1.07799	nan	0
1.12813	nan	0
1.17827	nan	nan
1.22841	nan	0
1.27854	nan	0
1.32868	nan	0
1.37882	nan	0
1.42896	nan	nan
1.4791	nan	nan
1.52924	nan	0
1.57938	nan	0
1.62952	nan	0
1.67966	nan	0
1.7298	nan	0
1.77994	nan	0
1.83007	nan	0
1.88021	nan	0
1.93035	nan	0
1.98049	nan	0
2.03063	nan	0
2.08077	nan	0
2.13091	nan	0
2.18105	nan	0
2.23119	nan	0
2.28132	nan	0
2.33146	nan	0
2.3816	nan	0
2.43174	nan	0
2.48188	nan	0
2.53202	nan	0
2.58216	nan	0
2.6323	-0.785398	nan
2.68244	nan	0
2.73258	nan	0
2.78271	nan	0
2.83285	nan	nan
2.88299	nan	nan
2.93313	nan	0
2.98327	nan	0
3.03341	nan	0
3.08355	nan	0
3.13369	nan	0
3.18383	nan	0
3.23397	nan	0
3.2841	nan	0
3.33424	nan	nan
3.38438	nan	0
3.43452	nan	0
3.48466	nan	0
3.5348	nan	nan
3.58494	nan	0
3.63508	nan	nan
3.68522	nan	nan
3.73536	nan	0
3.7855	nan	0
3.83563	nan	0
3.88577	nan	nan
3.93591	nan	0
3.98605	nan	0
4.03619	nan	0
4.08633	nan	0
4.13647	nan	nan
4.18661	nan	0
4.23674	nan	0
4.28688	nan	0
4.33702	nan	0
4.38716	nan	0
4.4373	nan	0
4.48744	nan	0
4.53758	nan	0
4.58772	nan	0
4.63786	nan	0
4.688	nan	0
4.73814	nan	0
4.78827	nan	0
4.83841	nan	nan
4.88855	nan	0
4.93869	nan	0
4.98883	nan	0
5.03897	nan	0
5.08911	nan	0
5.13925	nan	0
5.18939	nan	0
5.23953	nan	0
5.28966	nan	0
5.3398	nan	0
5.38994	nan	0
5.44008	nan	0
5.49022	nan	0
5.54036	nan	0
5.5905	nan	0
5.64064	nan	0
5.69078	nan	0
5.74092	nan	0
5.79106	nan	0
5.84119	nan	0
