11.51	10.9239	-1.64244
11.5167	10.6512	-1.91521
11.5235	10.3872	-2.17919
11.5302	10.1317	-2.43466
11.5369	9.88448	-2.68189
11.5436	9.64522	-2.92115
11.5503	9.41367	3.13049
11.5571	9.1896	2.90641
11.5638	8.97274	2.68956
11.5705	8.76288	2.47969
11.5772	8.55978	2.2766
11.584	8.36324	2.08005
11.5907	8.17303	1.88984
11.5974	7.98895	1.70576
11.6042	7.81081	1.52762
11.6109	7.63841	1.35522
11.6176	7.47157	1.18839
11.6243	7.31011	1.02693
11.6311	7.15386	0.870672
11.6378	7.00264	0.719456
11.6445	6.8563	0.573116
11.6512	6.71468	0.431495
11.6579	6.57762	0.294439
11.6647	6.44499	0.161803
11.6714	6.31663	0.0334436
11.6781	6.19241	-0.0907773
11.6848	6.07219	-0.210993
11.6916	5.95585	-0.327332
11.6983	5.84326	-0.439921
11.705	5.73431	-0.548879
11.7118	5.62886	-0.654324
11.7185	5.52682	-0.756369
11.7252	5.42806	-0.855124
11.7319	5.33249	-0.950695
11.7386	5.24	-1.04318
11.7454	5.15049	-1.13269
11.7521	5.06387	-1.21931
11.7588	4.98005	-1.30314
11.7655	4.89892	-1.38427
11.7723	4.82041	-1.46278
11.779	4.74443	-1.53875
11.7857	4.6709	-1.61228
11.7925	4.59975	-1.68344
11.7992	4.53088	-1.7523
11.8059	4.46424	-1.81895
11.8126	4.39975	-1.88344
11.8194	4.33733	-1.94585
11.8261	4.27693	-2.00626
11.8328	4.21847	-2.06471
11.8395	4.1619	-2.12128
11.8462	4.10716	-2.17603
11.853	4.05418	-2.22901
11.8597	4.00291	-2.28028
11.8664	3.95329	-2.3299
11.8731	3.90527	-2.37792
11.8799	3.8588	-2.42439
11.8866	3.81382	-2.46936
11.8933	3.7703	-2.51289
11.9001	3.72818	-2.555
11.9068	3.68742	-2.59577
11.9135	3.64797	-2.63521
11.9202	3.6098	-2.67339
11.9269	3.57285	-2.71033
11.9337	3.5371	-2.74609
11.9404	3.5025	-2.78069
11.9471	3.46902	-2.81417
11.9538	3.43661	-2.84658
11.9606	3.40525	-2.87794
11.9673	3.3749	-2.90828
11.974	3.34553	-2.93765
11.9808	3.31711	-2.96608
11.9875	3.2896	-2.99359
11.9942	3.26298	-3.02021
12.0009	3.23722	-3.04597
12.0076	3.21229	-3.0709
12.0144	3.18816	-3.09503
12.0211	3.16481	-3.11837
12.0278	3.14221	-3.14097
12.0345	3.12035	3.12035
12.0413	3.09918	3.09918
12.048	3.0787	3.0787
12.0547	3.05888	3.05888
12.0614	3.0397	3.0397
12.0682	3.02114	3.02114
12.0749	3.00317	3.00317
12.0816	2.98579	2.98579
12.0884	2.96897	2.96897
12.0951	2.95268	2.95268
12.1018	2.93693	2.93693
12.1085	2.92168	2.92168
