3.45	-0.652608	-0.993475
3.5	-0.647257	-0.987611
3.55	-0.641976	-0.981818
3.6	-0.636766	-0.976099
3.65	-0.63163	-0.970454
3.7	-0.626568	-0.964884
3.75	-0.621579	-0.95939
3.8	-0.616665	-0.953972
3.85	-0.611824	-0.948629
3.9	-0.607057	-0.943361
3.95	-0.602363	-0.938167
4.	-0.59774	-0.933046
4.05	-0.593188	-0.927998
4.1	-0.588707	-0.923022
4.15	-0.584294	-0.918115
4.2	-0.579948	-0.913278
4.25	-0.57567	-0.908509
4.3	-0.571456	-0.903806
4.35	-0.567307	-0.899169
4.4	-0.56322	-0.894596
4.45	-0.559194	-0.890086
4.5	-0.555229	-0.885637
4.55	-0.551322	-0.881249
4.6	-0.547473	-0.876919
4.65	-0.543681	-0.872648
4.7	-0.539944	-0.868433
4.75	-0.53626	-0.864273
4.8	-0.532629	-0.860167
4.85	-0.52905	-0.856115
4.9	-0.525521	-0.852114
4.95	-0.522042	-0.848163
5.	-0.51861	-0.844263
